Product_Description,Product_Type,Sentiment
fitting birthday #sxsw apple released new product today too. happy birthday!,9,2
heh. apple opening temporary store downtown austin #sxsw ipad launch {link},9,2
rt: rumor: apple opening temporary store downtown austin #sxsw ipad launch {link},9,2
win ipad ~ bizgym video clipcon! see intro reel {link} #sxsw #suasxsw #sxswaccel #ceokidschat #entrepreneur #smallbiz,9,2
google set launch new social network #circles today #sxsw,3,3
+1 petricone say google tv browser. think that's correct. #sxsw,5,3
"google launch major new social network called circles, possibly today #sxsw {link}",9,2
egyptian content flood. &quot;google put two server web came back up.&quot; #sxsw #sxswsa,9,2
c34: itûªs retreat! {link} [codes valid: 12:00-3:59:59p 03/14/11] #infektd #sxsw #cvdc,9,2
"hello, holler gram! come take look new (and first!) ipad app {link} #hollergram #sxsw",9,2
going #sxsw? come #emc consulting booth chance win ipad 2!,6,3
"#sxsw apple 99% marketshare, seeing much linux.",9,2
haz one? ûï@mention showed charge anywhere bar charge iphone whole table wanted buy one. #sxswû,8,3
"aha! found proof lactation room, excuse me, &quot;mother's room,&quot; brought google, last year's #sxsw. {link}",9,2
cc : new #ubersocial #iphone app store includes uberguide #sxsw (cont) {link},9,2
"at&amp;t iphone failing everywhere, verizon iphone great. #verizonftw #sxsw",9,2
apple like pay them. that's apple likes. - barry diller #sxsw,2,1
check googletv ipad apps: connected tv experience sxsw. {link} #sxsw #connectedtv fascinating!,7,3
even know wtf #sxsw till google! lol,9,2
"jealous team #android event #sxsw #androidsxsw. get swag, girl!!!!!",0,3
#google fan town #sxsw? stop austin gtug meeting wednesday 7th 7:00pm. map link: {link},9,2
"website visited: 73% google, 66.7% microsoft, 50.6% facebook, 48% yahoo, 31%, wikimedia - #diversity #sxsw",9,2
official #sxsw app û÷sxsw goûª bit.ly/hmiiga #android #iphone #ipad,9,0
"#ipad2 sold out, 70% went new buyer - wow! {link} via #sxsw",6,3
"google &amp; bavc launch impact dashboard #sxsw - web app collect, host visualize data real time: bavc.org/impact",9,3
nice store huh? chance meet (face face) #sxsw today sat? wanna talk #beer &amp; #social.,9,2
google reveal new social network called circles? {link} #google #facebook #sxsw,9,2
"music: artist: duckett song name: another girl instrumental source: creative commons, via ... #ipad #sxsw #gadgets {link}",9,2
".@mention three type people work: ghost, bad apple kid. #gamestorming #sxsw",9,2
iphone autocorrects &quot;sxsw&quot; &quot;scar&quot; -- foreshadowing? #sxsw,9,2
"google focusing bridging digital/physical divide. eg. maps, streetview, hotpot &amp; autonomous driving. #sxsw",3,3
lol. #apple erects temporary apple store #austin #sxsw sell #ipad 2. {link},9,0
sxsw 2011: google bing smackdown bloody banality (guardian) {link} #sxsw,9,2
"austin today, please join talking ipad #sxsw here: {link} :)",9,2
wish could / / party #sxsw instead homework tomorrow...,9,2
"great talk game mechanics. &quot;if u cant make good, make red. u cant make red, make big.&quot; #sxsw",9,2
#ipad review #sxsw seem range 'wait 2012/3/4/5/' 'i-just-shat-my-fan-boy-knickers'.,6,3
one google doodle guy wacky powerglove thing want play with. #sxsw {link},9,2
"#apple enthusiast lining #ipad2 outside pop-up apple store austin #sxsw. 6th/congress, open 5pm {link}",9,2
heading &quot;your mom ipad: designing boomers&quot;. hope fun. #sxsw,6,3
guy ipad taking photo slides. awkward! #sxsw,6,1
set flatulence wake up. might need bit help. #wakeuplaughing {link} #epictweets #sxsw,9,2
i'll #sxsw apple store tonight handing sticker &amp; coupon dodo case #ipad2,6,3
traded xoom j party ipad #sxsw #winwin #winning #tigerblood,6,3
"apple fans. look like 3rd apple store opening austin #sxsw full, u go2 san antonio.",2,3
coyneûªs #sxsw. hereûªs keep they're road {link},9,2
here's guy bought first #ipad2 #sxsw popup store (hope register thoora beta!) {link},6,3
talking ipad's usefulness developers. we're nerd all. #sxsw,6,3
#samsung galaxy ii show wood #teamandroid #sxsw event here: {link},9,2
"packing #sxsw. macbook, ipad both? ahhh, can't decide!",6,3
next 5: googletv ipad apps: connected tv experience {link} #sxsw #connectedtv,9,2
"standing back rm, iphone plugged in, laptop connect ready everything's great why's one happy #gsdm #sxsw",9,2
q&amp;a #bing &amp; #google. let game begin #qagb #sxsw,9,2
interrupt regularly scheduled #sxsw geek programming big news {link} #google #circles,9,2
fedex truck unloading outside apple popup store. #sxsw #ipad2,9,2
apple's decision though partake discussion open / dev friendly #browserwars #sxsw /cc,9,2
"#apple, #google, #intel others go gaga go game | fast company {link} #sxsw #socialmedia #createyourownadventure",9,0
guy get tattoo sxsw could win free ipad2 {link} #sxsw #tattoo #ipad #internet,9,2
sound voice shot exploiting apple &amp; best buy's 14-day return policy imacs. brilliant. #sxsw,9,2
google circle : launched #sxsw. google even denies working project : {link} #facebook,9,2
"download sxsw go mobile app blackberry, android, iphone, ipad window phone - {link} #sxsw2011 #sxsw #android",9,2
re: ipad ux. &quot;the message medium.&quot; #globalmoxie #sxsw,9,2
brilliant. apple set open popup shop core sxsw action - they're going sell ipad2 #sxsw! {link},2,3
follow #sxsw taptu:&quot;apple ipad line sxsw [hd video]&quot; - {link} - shared taptu,9,2
"diller google tv: &quot;the first product good. consumer product, basically.&quot; #sxsw #diller",5,1
brilliant use case! #sxsw &quot;@mention ...kik concierge service great. get android iphone add sxsw user &amp; ask away&quot;,9,3
"#sxsw days, would u spend entire day night line #apple store?",9,2
"location war heating austin. google latitude launching check-in offers, &quot;mayorships&quot;, ... {link} #sxsw",9,2
"flight delayed austin, networking google webby award #sxsw",9,2
apple security guy lock store..... #sxsw - {link},9,2
damm smart.. apple opening temp store austin #sxsw {link} via #ipad2,2,3
"#android #iphone: chris sacca tweet fake #sxsw beta invite, follower swarm ensues: {link} #androidcrunch",9,2
google map mobile 5.2 look awesome.#sxsw,5,3
"new social medium tool! google launch major new social network, &quot;circles&quot; -possibly today {link} #sxsw",9,2
we're lustre pearl getting ready presentation team android award #sxsw,9,2
iphone back #sxsw idk i'll do..follow mass guess..,8,3
i'm sure care first guy get ipad #sxsw unless post me...,9,2
dangerous ipad life.. {link} jaqueline bojan #sxsw,9,2
use maps? mayer: 40% google map usage mobile (there r million mobile users) {link} via #sxsw,9,2
google showing preview next-gen blogger interface #sxsw {link} #cnet,9,2
"i'm &quot;designing ipad interfaces: new navigation schema&quot; acc, heading &quot;future touch&quot; panel after. track mind. #sxsw #sxswlib11",9,2
ipad take #sxsw [video] {link} ip... {link} #vegas #news,6,3
"#sxsw come see bitbop austin #gdgtaustin purevolume house trinity monday, march 14th {link}",9,2
"first up: ipad design headache (2 tablets, call morning). #sxsw #tapworthy",6,2
going check #apple pop-up shop #sxsw #sxswi? let u know! {link} #ipad2,9,2
"model one, all. #sxsw &quot;apple come cool tech one's ever heard cuz go conferences&quot;",2,3
checkout league extraordinary hacker #sxsw #lego #google - {link},9,2
"#sxsw iphone tip, turn 3g get good service/data",9,2
"#agnerd confession, using laptop, ipad blackberry follow #sxsw afar see #agchat rock #agnerd",9,2
hey #sxsw! free copy halftone app first person redeem code: p7e9eme7kylj {link},9,2
#pubcamp #kirkus #sxsw download qrank ipad/iphone come pubcamp sxsw - prizes!,9,2
"hearing travel across u social connections, people wandering around ipad 2 t-shirt qr codes. #sxsw",9,2
apple get core #sxsw pop experiential shop #xm #events {link},2,3
"ûï@mention hoot!! *new blog post:* #hootsuite mobile #sxsw ~ update iphone, #blackberry &amp; #android - {link}",9,2
keynote: google #sxsw (@mention austin convention center w/ others) [pic]: {link},9,2
picture team's #lego robot created #google hackerspace party #sxsw {link} #startupbus #cle,9,2
"awaiting high priestess #google, marissa mayer. #sxsw",9,2
anyone going buy new ipad donate #japan #tsunami victim instead. #sxsw,6,1
"brilliant move apple: even begins, apple win #sxsw {link}",2,3
iphone battery die. nooooooooooooooo. #sxsw,9,2
really coming team android party? #sxsw,9,2
#redbull bpm dj ipad app powering party. #sxsw #dtas republic live {link},7,3
lady gentleman - mr. street i've meeting i'm line #sxsw popup apple store ipad2.,9,2
"contextual discovery &amp; search combine calendars, weather,flight,traffic data create personalized trip advising. m.mayer google #sxsw",9,2
"wow, thing insanely thin &amp; light. hold ipad 2. seriously. #sxsw #mosaicxm {link}",6,3
apple popup store austin? {link} #sxsw,9,2
sxsw getting apple store? - sxsw baby! {link} #sxsw,9,2
new #ubersocial #iphone app store. includes uberguide #sxsw sponsored #mashablû_ (cont) {link},9,2
looking forward visiting #apple store come congress ave #sxsw #apple sell ipad,2,3
google preview social networking platform #sxsw conference? {link},9,2
"dear friends: would anyone lend ipad, wed-mon mar 9-14 #sxsw? let drop data it? (my back would thank you) #fb",9,2
oh texas social medium awards: 'you need ask mother anymore. google it.' #sxswi #sxsw,9,2
y'all seen this? temp apple store going downtown #sxsw. would y'all stream instead? {link},2,3
probably needed #sxsw! see ipad line here: {link},9,2
cnet story apple's schooling social marketing exec #sxsw pop-up #ipad2 launch {link},9,2
"hey austin, know little #iphone #android, love music &amp; wanna make $20/hour #sxsw? please let know.",9,2
best wurst late night decision ever whoa! line pop apple store downtown #sxsw {link},9,2
download #sxsw app iphone this: {link},9,2
u line? 10:30 line apple pop-up store austin. open pm. #sxsw {link},9,2
doodle competition: invite kid create doodles. winner put google.com celebrate awesomeness! #googledoodle #sxsw,3,3
"added #sxsw flight matching people planes/airports. also downloaded iphone app, nicely done.",7,3
"google launch major new social network called circles, possibly today {link} #sxsw",9,2
got craving? #sxsw mind created app - foodspotting {link} #iphone #apps,9,2
pop-up apple store #sxsw got shipment ipad 2's. go get em #ipad2,9,2
"totalitarian thought action: people worldwide come austin, tx #sxsw decide spend time line apple store.",2,1
"clear +succinct vision make great ux (think apple, google, intuit)-we've seemed forget 'heart' caring/purpose #sxsw #rhjr_ux5",9,2
saw u r going #sxsw. dwnld #groundlink app &amp; ride $10 austin sxsw i{link} see u booth,9,2
"gearing make splash, launch &quot;@mention living social-type&quot; reward #sxsw {link}",9,2
people line apple store downtown austin! #ipad2 #sxsw,2,3
wonder &amp; apple flashmob: tcrn.ch/fcs45j #sxsw #ipad2,9,2
vai comeì¤ar palestra ex-chief evangelist apple #sxsw,9,0
"could cool. google launch major new social network called circles, possibly today {link} #sxsw",5,3
".@mention 3g iphone. hr tweeting #rise_austin, dead! need upgrade. plugin station #sxsw.",8,1
- re: &quot;lack #sxsw newsworthy announcements&quot;. unless count google circles. :) #googlecircles,9,3
"conan doc, cdr radio, android party, npr shindig, general raging. pretty sure i'm #sxsw proper. sprint, marathon, right?",9,2
"anyone onsite #sxsw iphone repair? took 3g apart clean, &amp; can't reassemble. help would b appreciated. simply need together",9,2
ipad 2's side me. want hold them. please? pretty please? #geekout #sxsw,6,3
marketing genius: apple open pop store outside #sxsw {link},2,3
miss battelle interview ipad &amp;social medium last week? find [video] {link} #sxsw,9,2
keeping tab #sxsw via awesome ipad app,9,2
"got hand ipad #sxsw. mixed feeling magnetic cover, overall, great improvemnt.",6,3
android apps survive sxsw 2011: {link} (by #sxsw,9,2
itune released free #sxsw featured music! download today {link},9,2
score free imo tshirt outside sxsw apple store today 2:15 pm &amp; check imo's app ipad {link} #sxsw #ipad2,2,2
"guy asked google's mayer: take year remove deadly route google maps, death valley #sxsw",5,1
":) &quot;google tweet&quot; new &quot;think speak.&quot; - mark belinsky, #911tweets panel #sxsw.",3,3
confusion google circles. google claim circle released #sxsw even development. {link},9,2
should: get ipad 1. shouldn't: ipad2 3g 64gb + cover + $100 = macbook air. #sxsw,6,1
even use iphone now. evidence #sxsw might well call country united state apple. #sxswsa,8,3
ipad2 go sale first day #sxsw #atx tomorrow; apple sending lorry load austin? riot may ensue.,2,3
#sxsw crashed segway google #technology,9,2
whoa! line pop apple store downtown austin. ipad midnight madness. #sxsw {link},6,3
ready mingle fellow #sxsurrogates #sxsw #gsdm gsd&amp;m + google present: industry party {link},9,2
z20: verification {link} [codes valid: 8:00-11:59:59a 03/13/11] #infektd #sxsw #zlf,9,2
best thing i've heard weekend #sxsw &quot;i gave ipad money #japan relief. need ipad 2.&quot; &lt;amen!&gt;,9,1
#sxsw even cabby tech savvy. that's iphone streaming twitter. {link},9,3
"3rd time charm? privacy! google launch new social network, circles, maybe today? {link} #sxsw",9,3
